Bird_Species,Timestamp,Start_Offset,Confidence,Temperature,Filename,Battery_Voltage
Northern Cardinal,2026-01-07 16:07:00-05:00,33.0,0.8172711730003357,60.8,/Users/patrick/Desktop/creation/birds/recordings/20260107_210700.WAV,3.5
Northern Cardinal,2026-01-07 16:07:00-05:00,36.0,0.9126420617103577,60.8,/Users/patrick/Desktop/creation/birds/recordings/20260107_210700.WAV,3.5
Northern Cardinal,2026-01-07 16:07:00-05:00,39.0,0.896873950958252,60.8,/Users/patrick/Desktop/creation/birds/recordings/20260107_210700.WAV,3.5
Northern Cardinal,2026-01-07 16:07:00-05:00,42.0,0.7231854796409607,60.8,/Users/patrick/Desktop/creation/birds/recordings/20260107_210700.WAV,3.5
Northern Cardinal,2026-01-07 16:07:00-05:00,48.0,0.9911351203918457,60.8,/Users/patrick/Desktop/creation/birds/recordings/20260107_210700.WAV,3.5
Golden-crowned Kinglet,2026-01-08 07:54:00-05:00,24.0,0.8607005476951599,33.26,/Users/patrick/Desktop/creation/birds/recordings/20260108_125400.WAV,3.2
Tufted Titmouse,2026-01-07 08:14:00-05:00,0.0,0.6635279655456543,36.5,/Users/patrick/Desktop/creation/birds/recordings/20260107_131400.WAV,3.3
Tufted Titmouse,2026-01-07 08:14:00-05:00,3.0,0.86232990026474,36.5,/Users/patrick/Desktop/creation/birds/recordings/20260107_131400.WAV,3.3
Whimbrel,2026-01-08 08:28:00-05:00,0.0,0.7515424489974976,35.24,/Users/patrick/Desktop/creation/birds/recordings/20260108_132800.WAV,3.2
White-breasted Nuthatch,2026-01-08 08:28:00-05:00,9.0,0.7842667102813721,35.24,/Users/patrick/Desktop/creation/birds/recordings/20260108_132800.WAV,3.2
Downy Woodpecker,2026-01-08 08:28:00-05:00,18.0,0.9024827480316162,35.24,/Users/patrick/Desktop/creation/birds/recordings/20260108_132800.WAV,3.2
Downy Woodpecker,2026-01-08 08:28:00-05:00,24.0,0.8562929630279541,35.24,/Users/patrick/Desktop/creation/birds/recordings/20260108_132800.WAV,3.2
Downy Woodpecker,2026-01-08 08:28:00-05:00,27.0,0.78314608335495,35.24,/Users/patrick/Desktop/creation/birds/recordings/20260108_132800.WAV,3.2
Downy Woodpecker,2026-01-08 08:28:00-05:00,30.0,0.7067946791648865,35.24,/Users/patrick/Desktop/creation/birds/recordings/20260108_132800.WAV,3.2
